1,"[स]
जाम्बूनदमयॊ भूत्वा मरीचिविकचॊज्ज्वलः
परविवेश बलात पक्षी वारिवेग इवार्णवम"
2,"सचक्रं कषुर पर्यन्तम अपश्यद अमृतान्तिके
परिभ्रमन्तम अनिशं तीक्ष्णधारम अयस्मयम"
3,"जवलनार्कप्रभं घॊरं छेदनं सॊमहारिणाम
घॊररूपं तद अत्यर्थं यन्त्रं देवैः सुनिर्मितम"
4,"तस्यान्तरं स दृष्ट्वैव पर्यवर्तत खेचरः
अरान्तरेणाभ्यपतत संक्षिप्याङ्गं कषणेन ह"
5,"अधश चक्रस्य चैवात्र दीप्तानलसमद्युती
विद्युज्जिह्वौ महाघॊरौ दीप्तास्यौ दीप्तलॊचनौ"
6,"चक्षुर विषौ महावीर्यौ नित्यक्रुद्धौ तरस्विनौ
रक्षार्थम एवामृतस्य ददर्श भुजगॊत्तमौ"
7,"सदा संरब्ध नयनौ सदा चानिमिषेक्षणौ
तयॊर एकॊ ऽपि यं पश्येत स तूर्णं भस्मसाद भवेत"
8,"तयॊश चक्षूंषि रजसा सुपर्णस तूर्णम आवृणॊत
अदृष्टरूपस तौ चापि सर्वतः पर्यकालयत"
9,"तयॊर अङ्गे समाक्रम्य वैनतेयॊ ऽनतरिक्षगः
आछिनत तरसा मध्ये सॊमम अभ्यद्रवत ततः"
10,"समुत्पाट्यामृतं तत तु वैनतेयस ततॊ बली
उत्पपात जवेनैव यन्त्रम उन्मथ्य वीर्यवान"
11,"अपीत्वैवामृतं पक्षी परिगृह्याशु वीर्यवान
अगच्छद अपरिश्रान्त आवार्यार्क परभां खगः"
12,"विष्णुना तु तदाकाशे वैनतेयः समेयिवान
तस्य नारायणस तुष्टस तेनालौल्येन कर्मणा"
13,"तम उवाचाव्ययॊ देवॊ वरदॊ ऽसमीति खेचरम
स वव्रे तव तिष्ठेयम उपरीत्य अन्तरिक्षगः"
14,"उवाच चैनं भूयॊ ऽपि नारायणम इदं वचः
अजरश चामरश च सयाम अमृतेन विनाप्य अहम"
15,"परतिगृह्य वरौ तौ च गरुडॊ विष्णुम अब्रवीत
भवते ऽपि वरं दद्मि वृणीतां भगवान अपि"
16,"तं वव्रे वाहनं कृष्णॊ गरुत्मन्तं महाबलम
धवजं च चक्रे भगवान उपरि सथास्यसीति तम"
17,"अनुपत्य खगं तव इन्द्रॊ वज्रेणाङ्गे ऽभयताडयत
विहंगमं सुरामित्रं हरन्तम अमृतं बलात"
18,"तम उवाचेन्द्रम आक्रन्दे गरुडः पततां वरः
परहसञ शलक्ष्णया वाचा तथा वज्रसमाहतः"
19,"ऋषेर मानं करिष्यामि वज्रं यस्यास्थि संभवम
वज्रस्य च करिष्यामि तव चैव शतक्रतॊ"
20,"एष पत्रं तयजाम्य एकं यस्यान्तं नॊपलप्स्यसे
न हि वज्रनिपातेन रुजा मे ऽसति कदा चन"
21,"तत्र तं सर्वभूतानि विस्मितान्य अब्रुवंस तदा
सुरूपं पत्रम आलक्ष्य सुपर्णॊ ऽयं भवत्व इति"
22,"दृष्ट्वा तद अद्भुतं चापि सहस्राक्षः पुरंदरः
खगॊ महद इदं भूतम इति मत्वाभ्यभाषत"
23,"बलं विज्ञातुम इच्छामि यत ते परम अनुत्तमम
सख्यं चानन्तम इच्छामि तवया सह खगॊत्तम"
