1,"[य]
किं कर्तव्यं मनुष्येण लॊकयात्रा हितार्थिना
कथं वै लॊकयात्रां तु किं शीलश च समाचरेत"
2,"[भ]
कायेन तरिविधं कर्म वाचा चापि चतुर्विधम
मनसा तरिविधं चैव दश कर्म पथांस तयजेत"
3,"पराणातिपातं सतैन्यं च परदानम अथापि च
तरीणि पापानि कायेन सर्वतः परिवर्जयेत"
4,"असत परलापं पारुष्यं पैशुन्यम अनृतं तथा
चत्वारि वाचा राजेन्द्र न जल्पेन नानुचिन्तयेत"
5,"अनभिध्या परस्वेषु सर्वसत्त्वेषु सौहृदम
कर्मणां फलम अस्तीति तरिविधं मनसा चरेत"
6,"तस्माद वाक्कायमनसा नाचरेद अशुभं नरः
शुभाशुभान्य आचरन हि तस्य तस्याश्नुते फलम"
