1,"[वै]
ततॊ गर्भः समभवत पृथायाः पृथिवीपते
शुक्ले दशॊत्तरे पक्षे तारापतिर इवाम्बरे"
2,"सा बान्धवभयाद बाला तं गर्भं विनिगूहति
धारयाम आस सुश्रॊणी न चैनां बुबुधे जनः"
3,"न हि तां वेद नर्य अन्या का चिद धात्रेयिकाम ऋते
कन्या पुरगतां बालां निपुणां परिरक्षणे"
4,"ततः कालेन सा गर्भं सुषुवे वरवर्णिनी
कन्यैव तस्य देवस्य परसादाद अमरप्रभम"
5,"तथैव बद्धकवचं कनकॊज्ज्वल कुण्डलम
हर्यक्षं वृषभस्कन्धं यथास्य पितरं तथा"
6,"जातमात्रं च तं गर्भं धात्र्या संमन्त्र्य भामिनी
मञ्जूषायाम अवदधे सवास्तीर्णायां समन्ततः"
7,"मधूच्छिष्ट सथितायां सा सुखायां रुदती तथा
शलक्ष्णायां सुपिधानायाम अश्वनद्याम अवासृजत"
8,"जानती चाप्य अकर्तव्य कन्याया गर्भधारणम
पुत्रस्नेहेन राजेन्द्र करुणं पर्यदेवयत"
9,"समुत्सृजन्ती मञ्जूषाम अश्वनद्यास तदा जले
उवाच रुदती कुन्ती यानि वाक्यानि तच छृणु"
10,"सवस्ति ते ऽसत्व आन्तरिक्षेभ्यः पार्थिवेभ्यश च पुत्रक
दिव्येभ्यश चैव भूतेभ्यस तथा तॊयचराश च ये"
11,"शिवास ते सन्तु पन्थानॊ मा च ते परिपन्थिनः
आगमाश च तथा पुत्र भवन्त्व अद्रॊह चेतसः"
12,"पातु तवां परुणॊ राजा सलिले सलिलेश्वरः
अन्तरिक्षे ऽनतरिक्षस्थः पवनः सर्वगस तथा"
13,"पिता तवां पातु सर्वत्र तपनस तपतां वरः
येन दत्तॊ ऽसि मे पुत्र दिव्येन विधिना किल"
14,"आदित्या वसवॊ रुद्राः साध्या विश्वे च देवताः
मरुतश च सहेन्द्रेण दिशश च सदिश ईश्वराः"
15,"रक्षन्तु तवां सुराः सर्वे समेषु विषमेषु च
वेत्स्यामि तवां विदेशे ऽपि कवचेनॊपसूचितम"
16,"धन्यस ते पुत्र जनकॊ देवॊ भानुर विभावसुः
यस तवां दरक्ष्यति दिव्येन चक्षुषा वाहिनी गतम"
17,"धन्या सा परमदा या तवां पुत्रत्वे कल्पयिष्यति
यस्यास तवं तृषितः पुत्र सतनं पास्यसि देवज"
18,"कॊ नु सवप्नस तया दृष्टॊ या तवाम आदित्यवर्चसम
दिव्यवर्म समायुक्तं दिव्यकुण्डलभूषितम"
19,"पद्मायत विशालाक्षं पद्मताम्र तलॊज्ज्वलम
सुललाटं सुकेशान्तं पुत्रत्वे कल्पयिष्यति"
20,"धन्या दरक्ष्यन्ति पुत्र तवां भूमौ संसर्पमाणकम
अव्यक्तकल वाक्यानि वदन्तं रेणुगुण्ठितम"
21,"धन्या दरक्ष्यन्ति पुत्र तवां पुनर यौवनगे मुखे
हिमवद्वनसंभूतं सिंहं केसरिणं यथा"
22,"एवं बहुविधं राजन विलप्य करुणं पृथा
अवासृजत मञ्जूषाम अश्वनद्यास तदा जले"
23,"रुदती पुत्रशॊकार्ता निशीथे कमलेक्षणा
धात्र्या सह पृथा राजन पुत्रदर्शनलालसा"
24,"विसर्जयित्वा मञ्जूषां संभॊधन भयात पितुः
विवेश राजभवनं पुनः शॊकातुरा ततः"
25,"मञ्जूषा तव अश्वनद्याः सा ययौ चर्मण्वतीं नदीम
चर्मण्वत्याश च यमुनां ततॊ गङ्गां जगाम अह"
26,"गङ्गायाः सूत विषयं चम्पाम अभ्याययौ पुरीम
स मञ्जूषा गतॊ गर्भस तरङ्गैर उह्यमानकः"
27,"अमृताद उत्थितं दिव्यं तत तु वर्म सकुण्डलम
धारयाम आस तं गर्भं दैवं च विधिनिर्मितम"
