1,"[जनम]
कथं नागायुतप्राणॊ भीमसेनॊ महाबलः
भयम आहारयत तीव्रं तस्माद अजगरान मुने"
2,"पौलस्त्य यॊ ऽऽहवयद युद्धे धनदं बलदर्पितः
नलिन्यां कदनं कृत्वा वराणां यक्षरक्षसाम"
3,"तं शंससि भयाविष्टम आपन्नम अरिकर्षणम
एतद इच्छाम्य अहं शरॊतुं परं कौतूहलं हि मे"
4,"[वै]
बह्वाश्चर्ये वने तेषां वसताम उग्रधन्विनाम
पराप्तानाम आश्रमाद राजन राजर्षेर वृषपर्वणः"
5,"यदृच्छया धनुः पानिर बद्धखड्गॊ वृकॊदरः
ददर्श तद वनं रम्यदेवगन्धर्वसेवितम"
6,"स ददर्श शुभान देशान गिरेर हिमवतस तदा
देवर्षिसिद्धचरितान अप्सरॊगणसेवितान"
7,"चकॊरैश चक्रवाकैश च पक्षिभिर जीव जीविकैः
कॊलिकैर भृङ्गराजैश च तत्र तत्र विनादितान"
8,"नित्यपुष्पफलैर वृक्षैर हिमसंस्पर्श कॊमलैः
उपेतान बहुल छायैर मनॊ नयननन्दनैः"
9,"स संपश्यन गिरिनदीर वैडूद्य मणिसंनिभैः
सलिलैर हिमसंस्पर्शैर हंसकारण्डवायुतैः"
10,"वनानि देवदारूणां मेघानाम इव वागुराः
हरिचन्दन मिश्राणि तुङ्गकालीयकान्य अपि"
11,"मृगयां परिधावन स समेषु मरुधन्वसु
विध्यन मृगाञ शरैः शुद्धैश चचार सुमहाबलः"
12,"स ददर्श महाकायं भुजङ्गं लॊमहर्षणम
गिरिदुर्गे समापन्नं कायेनावृत्य कन्दरम"
13,"पर्वताभॊगवर्ष्माणं भॊगैश चन्द्रार्कमण्डलैः
चित्राङ्गम अजिनैश चित्रैर हरिद्रा सदृशछविम"
14,"गुहाकारेण वक्त्रेण चतुर्दंष्ट्रेण राजता
दीप्ताक्षेणातिताम्रेण लिहन्तं सृक्किणी मुहुः"
15,"तरासनं सर्वभूतानां कालान्तकयमॊपमम
निःश्वासक्ष्वेड नादेन भर्त्सयन्तम इव सथितम"
16,"स भीम सहसाभ्येत्य पृदाकुः कषुधितॊ भृशम
जग्राहाजगरॊ गराहॊ भुजयॊर उभयॊर बलात"
17,"तेन संस्पृष्ट मात्रस्य भिमसेनस्य वै तदा
संज्ञा मुमॊह सहसा वरदानेन तस्य ह"
18,"दशनागसहस्राणि धारयन्ति हि यद बलम
तद बलं भीमसेनस्य भुजयॊर असमं परैः"
19,"स तेजस्वी तथा तेन भुजगेन वशीकृतः
विस्फुरञ शनकैर भीमॊ न शशाक विचेष्टितुम"
20,"नागायुत समप्राणः सिंहस्कन्धॊ महाभुजः
गृहीतॊ वयजहात सत्त्वं वरदानेन मॊहितः"
21,"स हि परयत्नम अकरॊत तीव्रम आत्मविमॊक्षणे
न चैनम अशकद वीरः कथं चित परतिबाधितुम"
