1,"[न]
सभा वैश्रवणी राजञ शतयॊजनम आयता
विस्तीर्णा सप्ततिश चैव यॊजनानि सितप्रभा"
2,"तपसा निर्मिता राजन सवयं वैश्रवणेन सा
शशिप्रभा खेचरीणां कैलासशिखरॊपमा"
3,"गुह्यकैर उह्यमाना सा खे विषक्तेव दृश्यते
दिव्या हेममयैर उच्चैः पादपैर उपशॊभिता"
4,"रश्मिवती भास्वरा च दिव्यगन्धा मनॊरमा
सिताभ्रशिखराकारा पलवमानेव दृश्यते"
5,"तस्यां वैश्रवणॊ राजा विचित्राभरणाम्बरः
सत्रीसहस्रावृतः शरीमान आस्ते जवलितकुण्डलः"
6,"दिवाकरनिभे पुण्ये दिव्यास्तरण संवृते
दिव्यपादॊपधाने च निषण्णः परमासने"
7,"मन्दाराणाम उदाराणां वनानि सुरभीणि च
सौगन्धिकानां चादाय गन्धान गन्धवहः शुचिः"
8,"नलिन्याश चालकाख्यायाश चन्दनानां वनस्य च
मनॊ हृदयसंह्लादी वायुस तम उपसेवते"
9,"तत्र देवाः सगन्धर्वा गणैर अप्सरसां वृताः
दिव्यतानेन गीतानि गान्ति दिव्यानि भारत"
10,"मिश्रकेशी च रम्भा च चित्रसेना शुचिस्मिता
चारुनेत्रा घृताची च मेनका पुञ्जिकस्थला"
11,"विश्वाची सह जन्या च परम्लॊचा उर्वशी इरा
वर्गा च सौरभेयी च समीची बुद्बुदा लता"
12,"एताः सहस्रशश चान्या नृत्तगीतविशारदाः
उपतिष्ठन्ति धनदं पाण्डवाप्सरसां गणाः"
13,"अनिशं दिव्यवादित्रैर नृत्तैर गीतैश च सा सभा
अशून्या रुचिरा भाति गन्धर्वाप्सरसां गणैः"
14,"किंनरा नाम गन्धर्वा नरा नाम तथापरे
मणिभद्रॊ ऽथ धनदः शवेतभद्रश च गुह्यकः"
15,"कशेरकॊ गण्डकण्डुः परद्यॊतश च महाबलः
कुस्तुम्बुरुः पिशाचश च गजकर्णॊ विशालकः"
16,"वराहकर्णः सान्द्रौष्ठः फलभक्षः फलॊदकः
अङ्गचूडः शिखावर्तॊ हेमनेत्रॊ विभीषणः"
17,"पुष्पाननः पिङ्गलकः शॊणितॊदः परवालकः
वृक्षवास्य निकेतश च चीरवासाश च भारत"
18,"एते चान्ये च बहवॊ यक्षाः शतसहस्रशः
सदा भगवती च शरीस तथैव नलकूबरः"
19,"अहं च बहुशस तस्यां भवन्त्य अन्ये च मद्विधाः
आचार्याश चाभवंस तत्र तथा देवर्षयॊ ऽपरे"
20,"भगवान भूतसंघैश च वृतः शतसहस्रशः
उमापतिः पशुपतिः शूलधृग भग नेत्रहा"
21,"तर्यम्बकॊ राजशार्दूल देवी च विगतक्लमा
वामनैर विकटैः कुब्जैः कषतजाक्षैर मनॊजवैः"
22,"मांसमेदॊ वसाहारैर उग्रश्रवण दर्शनैः
नानाप्रहरणैर घॊरैर वातैर इव महाजवैः
वृतः सखायम अन्वास्ते सदैव धनदं नृप"
23,"सा सभा तादृशी राजन मया दृष्टान्तरिक्षगा
पितामह सभां राजन कथयिष्ये गतक्लमाम"
