1,"[भीस्म]
पराप्य शवेतं महाद्वीपं नारदॊ भगवान ऋषिः
ददर्श तान एव नराञ शवेतांश चन्द्रप्रभाञ शुभान"
2,"पूजयाम आस शिरसा मनसा तैश च पूजितः
दिदृक्षुर जप्यपरमः सर्वकृच्छ्र धरः सथितः"
3,"भूत्वैकाग्र मना विप्र ऊर्ध्वबाहुर महामुनिः
सतॊत्रं जगौ स विश्वाय निर्गुणाय महात्मने"
4,"नारदॊवाच
नमस ते देवदेव [1] निष्क्रिय [2] निर्गुण [3] लॊकसाक्षिन [4] कषेत्रज्ञ [5] अनन्त [6116] पुरुष [7] महापुरुष [8] तरिगुण [9] परधान [10]
अमृत [11] वयॊम [12] सनातन [13] सदसद्व्यक्ताव्यक्त [14] ऋतधामन [15] पूर्वादिदेव [16] वसुप्रद [17] परजापते [18] सुप्रजापते [19] वनस्पते [20]
महाप्रजापते [21] ऊर्जस्पते [22] वाचस्पते [23] मनस्पते [24] जगत्पते [25] दिवस्पते [26] मरुत्पते [27] सलिलपते [28] पृथिवीपते [29] दिक पते [30]
पूर्वनिवास [31] बरह्मपुरॊहित [32] बरह्मकायिक [33] महाकायिक [34] महाराजिक [35] चतुर्महाराजिक [36] आभासुर [37] महाभासुर [38] सप्तमहाभासुर [39] याम्य [40]
महायाम्य [41] संज्ञासंज्ञ [42] तुषित [43] महातुषित [44] परतर्दन [45] परिनिर्मित [46] वशवर्तिन [47] अपरिनिर्मित [48] यज्ञ [49] महायज्ञ [50]
यज्ञसंभव [51] यज्ञयॊने [52] यज्ञगर्भ [53] यज्ञहृदय [54] यज्ञस्तुत [55] यज्ञभागहर [56] पञ्चयज्ञधर [57] पञ्चकालकर्तृगते [58] पञ्चरात्रिक [59] वैकुण्ठ [60]
अपराजित [61] मानसिक [62] परमस्वामिन [63] सुस्नात [64] हंस [65] परमहंस [66] परमयाज्ञिक [67] सांख्ययॊग [68] अमृतेशय [69] हिरण्येशय [70]
वेदेशय [71] कुशेशय [72] बरह्मेशय [73] पद्मेशय [74] विश्वेश्वर [75] तवं जगदन्वयः [76] तवं जगत्प्रकृतिः [77] तवाग्निर आस्यं [78] वडवामुखॊ ऽगनिः [79] तवम आहुतिः [80]
तवं सारथिः [81] तवं वषट्कारः [82] तवम ओंकारः [83] तवं मनः [84] तवं चन्द्रमाः [85] तवं चक्षुराद्यम [86] तवं सूर्यः [87] तवं दिशां गजः [88] दिग्भानॊ [89] हयशिरः [90]
परथमत्रिसौपर्ण [91] पञ्चाग्ने [92] तरिणाचिकेत [93] षडङ्गविधान [94] पराग्ज्यॊतिष [95] जयेष्ठसामग [96] सामिकव्रतधर [97] अथर्वशिरः [98] पञ्चमहाकल्प [99] फेनपाचार्य [100]
वालखिल्य [101] वैखानस [102] अभग्नयॊग [103] अभग्नपरिसंख्यान [194] युगादे [105] युगमध्य [106] युगनिधन [107] आखण्डल [108] पराचीनगर्भ [109] कौशिक [110]
पुरुष्टुत [111] पुरुहूत [112] विश्वरूप [113] अनन्तगते [114] अनन्तभॊग [115] अनन्त [1166] अनादे [117] अमध्य [118] अव्यक्तमध्य [119] अव्यक्तनिधन [120]
वरतावास [121] समुद्राधिवास [122] यशॊवास [123] तपॊवास [124] लक्ष्म्यावास [125] विद्यावास [126] कीर्त्यावास [127] शरीवास [128] सर्वावास [129] वासुदेव [130]
सर्वच्छन्दक [131] हरिहय [132] हरिमेध [133] महायज्ञभागहर [134] वरप्रद [135157] यमनियममहानियमकृच्छ्रातिकृच्छ्रमहाकृच्छ्रसर्वकृच्छ्रनियमधर [136] निवृत्तधर्मप्रवचनगते [137] परवृत्तवेदक्रिय [138] अज [139] सर्वगते [140]
सर्वदर्शिन [141] अग्राह्य [142] अचल [143] महाविभूते [144] माहात्म्यशरीर [145] पवित्र [146] महापवित्र [147] हिरण्मय [148] बृहत [149] अप्रतर्क्य [150]
अविज्ञेय [151] बरह्माग्र्य [152] परजासर्गकर [153] परजानिधनकर [154] महामायाधर [155] चित्रशिखण्डिन [156] वरप्रद [157135] पुरॊडाशभागहर [158] गताध्वन [159] छिन्नतृष्ण [160]
छिन्नसंशय [161] सर्वतॊनिवृत्त [162] बराह्मणरूप [163] बराह्मणप्रिय [164] विश्वमूर्ते [165] महामूर्ते [166] बान्धव [167] भक्तवत्सल [168] बरह्मण्यदेव [169] भक्तॊ ऽहं तवां दिदृष्कुः [170] एकान्तदर्शनाय नमॊ नमः [171]"
