1,"[वैषम्पायन]
शरुत्वा तु वचनं भीष्मॊ वासुदेवस्य धीमतः
किं चिद उन्नाम्य वदनं पराञ्जलिर वाक्यम अब्रवीत"
2,"नमस ते भगवन विष्णॊ लॊकानां निधनॊद्भव
तवं हि कर्ता हृषीकेश संहर्ता चापराजितः"
3,"विश्वकर्मन नमस ते ऽसतु विश्वात्मन विश्वसंभव
अपवर्गॊ ऽसि भूतानां पञ्चानां परतः सथितः"
4,"नमस ते तरिषु लॊकेषु नमस ते परतन्त्रिषु
यॊगेश्वर नमस ते ऽसतु तवं हि सर्वपरायणम"
5,"मत संश्रितं यद आत्थ तवं वचः पुरुषसत्तम
तेन पश्यामि ते दिव्यान भावान हि तरिषु वर्त्मसु"
6,"तच च पश्यामि तत्त्वेन यत ते रूपं सनातनम
सप्त मार्गा निरुद्धास ते वायॊर अमिततेजसः"
7,"दिवं ते शिरसा वयाप्तं पद्भ्यां देवी वसुंधरा
दिशॊ भुजौ रविश चक्षुर वीर्ये शक्रः परतिष्ठितः"
8,"अतसी पुष्पसंकाशं पीतवाससम अच्युतम
वपुर हय अनुमिमीमस ते मेघस्येव स विद्युतः"
9,"तवत परपन्नाय भक्ताय गतिम इष्टां जिगीषवे
यच छरेयः पुण्डरीकाक्ष तद धयायस्व सुरॊत्तम"
10,"[वासुदेव]
यतः खलु परा भक्तिर मयि ते पुरुषर्षभ
ततॊ वपुर मया दिव्यं तव राजन परदर्शितम"
11,"न हय अभक्ताय राजेन्द्र भक्तायानृजवे न च
दर्शयाम्य अहम आत्मानं न चादान्ताय भारत"
12,"भवांस तु मम भक्तश च नित्यं चार्जवम आस्थितः
दमे तपसि सत्ये च दाने च निरतः शुचिः"
13,"अर्हस तवं भीष्म मां दरष्टुं तपसा सवेन पार्थिव
तव हय उपस्थिता लॊका येभ्यॊ नावर्तते पुनः"
14,"पञ्चा शतं षट च कुरुप्रवीर; शेषं दिनानां तव जीवितस्य
ततः शुभैः कर्मफलॊदयैस तवं; समेष्यसे भीष्म विमुच्य देहम"
15,"एते हि देवा वसवॊ विमानान्य; आस्थाय सर्वे जवलिताग्निकल्पाः
अन्तर्हितास तवां परतिपालयन्ति; काष्ठां परपद्यन्तम उदक पतंगम"
16,"वयावृत्तमात्रे भगवत्य उदीचीं; सूर्ये दिशं कालवशात परपन्ने
गन्तासि लॊकान पुरुषप्रवीर; नावर्तते यान उपलभ्य विद्वान"
17,"अमुं च लॊकं तवयि भीष्म याते; जञानानि नङ्क्ष्यन्त्य अखिलेन वीर
अतः सम सर्वे तवयि संनिकर्षं; समागता धर्मविवेचनाय"
18,"तज जञातिशॊकॊपहतश्रुताय; सत्याभिसंधाय युधिष्ठिराय
परब्रूहि धर्मार्थसमाधि युक्तम; अर्थ्यं वचॊ ऽसयापनुदास्य शॊकम"
