1,"[वै]
अथाब्रवीन महावीर्यॊ दरॊणस तत्त्वार्थ दर्शिवान
न तादृशा विनश्यन्ति नापि यान्ति पराभवम"
2,"शूराश च कृतविद्याश च बुद्धिमन्तॊ जितेन्द्रियाः
धर्मज्ञाश च कृतज्ञाश च धर्मराजम अनुव्रताः"
3,"नीतिधर्मार्थतत्त्वज्ञं पितृवच च समाहितम
धर्मे सथितं सत्यधृतिं जयेष्ठं जयेष्ठापचायिनम"
4,"अनुव्रता महात्मानं भरातरं भरातरॊ नृप
अजातशत्रुं हरीमन्तं तं च भरातॄन अनुव्रतम"
5,"तेषां तथाविधेयानां निभृतानां महात्मनाम
किमर्थं नीतिमान पार्थः शरेयॊ नैषां करिष्यति"
6,"तस्माद यत्नात परतीक्षन्ते कालस्यॊदयम आगतम
न हि ते नाशम ऋच्छेयुर इति पश्याम्य अहं धिया"
7,"सांप्रतं चैव यत कार्यं तच च कषिप्रम अकालिकम
करियतां साधु संचिन्त्य वासश चैषां परचिन्त्यताम"
8,"यथावत पाण्डुपुत्राणां सर्वार्थेषु धृतात्मनाम
दुर्ज्ञेयाः खलु शूरास ते अपापास तपसा वृताः"
9,"शुद्धात्मा गुणवान पार्थः सत्यवान नीतिमाञ शुचिः
तेजॊराशिर असंख्येयॊ गृह्णीयाद अपि चक्षुर ई"
10,"विज्ञाय करियतां तस्माद भूयश च मृगयामहे
बराह्मणैश चारकैः सिद्धैर ये चान्ये तद्विदॊ जनाः"
